Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
E0,11/01/2020,Man United,Norwich,4,0,H,1,0,H
E0,11/01/2020,Wolves,Newcastle,1,1,D,1,1,D
E0,11/01/2020,Tottenham,Liverpool,0,1,A,0,1,A
E0,12/01/2020,Bournemouth,Watford,0,3,A,0,1,A
E0,12/01/2020,Aston Villa,Man City,1,6,A,0,4,A
E0,18/01/2020,Watford,Tottenham,0,0,D,0,0,D
E0,18/01/2020,Arsenal,Sheffield United,1,1,D,1,0,H
E0,18/01/2020,Brighton,Aston Villa,1,1,D,1,0,H
E0,18/01/2020,Man City,Crystal Palace,2,2,D,0,1,A
E0,18/01/2020,Norwich,Bournemouth,1,0,H,1,0,H
E0,18/01/2020,Southampton,Wolves,2,3,A,2,0,H
E0,18/01/2020,West Ham,Everton,1,1,D,1,1,D
E0,18/01/2020,Newcastle,Chelsea,1,0,H,0,0,D
E0,19/01/2020,Burnley,Leicester,2,1,H,0,1,A
E0,19/01/2020,Liverpool,Man United,2,0,H,1,0,H
E0,21/01/2020,Aston Villa,Watford,2,1,H,0,1,A
E0,21/01/2020,Bournemouth,Brighton,3,1,H,2,0,H
E0,21/01/2020,Crystal Palace,Southampton,0,2,A,0,1,A
E0,21/01/2020,Everton,Newcastle,2,2,D,1,0,H
E0,21/01/2020,Sheffield United,Man City,0,1,A,0,0,D
E0,21/01/2020,Chelsea,Arsenal,2,2,D,1,0,H
E0,22/01/2020,Leicester,West Ham,4,1,H,2,0,H
E0,22/01/2020,Tottenham,Norwich,2,1,H,1,0,H
E0,22/01/2020,Man United,Burnley,0,2,A,0,1,A
E0,23/01/2020,Wolves,Liverpool,1,2,A,0,1,A
E0,29/01/2020,West Ham,Liverpool,0,2,A,0,1,A
E0,01/02/2020,Leicester,Chelsea,2,2,D,0,0,D
E0,01/02/2020,Bournemouth,Aston Villa,2,1,H,2,0,H
E0,01/02/2020,Crystal Palace,Sheffield United,0,1,A,0,0,D
E0,01/02/2020,Liverpool,Southampton,4,0,H,0,0,D
E0,01/02/2020,Newcastle,Norwich,0,0,D,0,0,D
E0,01/02/2020,Watford,Everton,2,3,A,2,2,D
E0,01/02/2020,West Ham,Brighton,3,3,D,2,0,H
E0,01/02/2020,Man United,Wolves,0,0,D,0,0,D
E0,02/02/2020,Burnley,Arsenal,0,0,D,0,0,D
E0,02/02/2020,Tottenham,Man City,2,0,H,0,0,D
E0,08/02/2020,Everton,Crystal Palace,3,1,H,1,0,H
E0,08/02/2020,Brighton,Watford,1,1,D,0,1,A
E0,09/02/2020,Sheffield United,Bournemouth,2,1,H,1,1,D
E0,14/02/2020,Wolves,Leicester,0,0,D,0,0,D
E0,15/02/2020,Southampton,Burnley,1,2,A,1,1,D
E0,15/02/2020,Norwich,Liverpool,0,1,A,0,0,D
E0,16/02/2020,Aston Villa,Tottenham,2,3,A,1,2,A
E0,16/02/2020,Arsenal,Newcastle,4,0,H,0,0,D
E0,17/02/2020,Chelsea,Man United,0,2,A,0,1,A
E0,19/02/2020,Man City,West Ham,2,0,H,1,0,H
E0,22/02/2020,Chelsea,Tottenham,2,1,H,1,0,H
E0,22/02/2020,Burnley,Bournemouth,3,0,H,0,0,D
E0,22/02/2020,Crystal Palace,Newcastle,1,0,H,1,0,H
E0,22/02/2020,Sheffield United,Brighton,1,1,D,1,1,D
E0,22/02/2020,Southampton,Aston Villa,2,0,H,1,0,H
E0,22/02/2020,Leicester,Man City,0,1,A,0,0,D
E0,23/02/2020,Man United,Watford,3,0,H,1,0,H
E0,23/02/2020,Wolves,Norwich,3,0,H,2,0,H
E0,23/02/2020,Arsenal,Everton,3,2,H,2,2,D
E0,24/02/2020,Liverpool,West Ham,3,2,H,1,1,D
E0,28/02/2020,Norwich,Leicester,1,0,H,0,0,D
E0,29/02/2020,Brighton,Crystal Palace,0,1,A,0,0,D
E0,29/02/2020,Bournemouth,Chelsea,2,2,D,0,1,A
E0,29/02/2020,Newcastle,Burnley,0,0,D,0,0,D
E0,29/02/2020,West Ham,Southampton,3,1,H,2,1,H
E0,29/02/2020,Watford,Liverpool,3,0,H,0,0,D
E0,01/03/2020,Everton,Man United,1,1,D,1,1,D
E0,01/03/2020,Tottenham,Wolves,2,3,A,2,1,H
E0,07/03/2020,Liverpool,Bournemouth,2,1,H,2,1,H
E0,07/03/2020,Arsenal,West Ham,1,0,H,0,0,D
E0,07/03/2020,Crystal Palace,Watford,1,0,H,1,0,H
E0,07/03/2020,Sheffield United,Norwich,1,0,H,1,0,H
E0,07/03/2020,Southampton,Newcastle,0,1,A,0,0,D
E0,07/03/2020,Wolves,Brighton,0,0,D,0,0,D
E0,07/03/2020,Burnley,Tottenham,1,1,D,1,0,H
E0,08/03/2020,Chelsea,Everton,4,0,H,2,0,H
E0,08/03/2020,Man United,Man City,2,0,H,1,0,H
E0,09/03/2020,Leicester,Aston Villa,4,0,H,1,0,H
E0,17/06/2020,Aston Villa,Sheffield United,0,0,D,0,0,D
E0,17/06/2020,Man City,Arsenal,3,0,H,1,0,H
E0,19/06/2020,Norwich,Southampton,0,3,A,0,0,D
E0,19/06/2020,Tottenham,Man United,1,1,D,1,0,H
E0,20/06/2020,Watford,Leicester,1,1,D,0,0,D
E0,20/06/2020,Brighton,Arsenal,2,1,H,0,0,D
E0,20/06/2020,West Ham,Wolves,0,2,A,0,0,D
E0,20/06/2020,Bournemouth,Crystal Palace,0,2,A,0,2,A
E0,21/06/2020,Newcastle,Sheffield United,3,0,H,0,0,D
E0,21/06/2020,Aston Villa,Chelsea,1,2,A,1,0,H
E0,21/06/2020,Everton,Liverpool,0,0,D,0,0,D
E0,22/06/2020,Man City,Burnley,5,0,H,3,0,H
E0,23/06/2020,Leicester,Brighton,0,0,D,0,0,D
E0,23/06/2020,Tottenham,West Ham,2,0,H,0,0,D
E0,24/06/2020,Man United,Sheffield United,3,0,H,2,0,H
E0,24/06/2020,Newcastle,Aston Villa,1,1,D,0,0,D
E0,24/06/2020,Norwich,Everton,0,1,A,0,0,D
E0,24/06/2020,Wolves,Bournemouth,1,0,H,0,0,D
E0,24/06/2020,Liverpool,Crystal Palace,4,0,H,2,0,H
E0,25/06/2020,Burnley,Watford,1,0,H,0,0,D
E0,25/06/2020,Southampton,Arsenal,0,2,A,0,1,A
E0,25/06/2020,Chelsea,Man City,2,1,H,1,0,H
E0,27/06/2020,Aston Villa,Wolves,0,1,A,0,0,D
E0,28/06/2020,Watford,Southampton,1,3,A,0,1,A
E0,29/06/2020,Crystal Palace,Burnley,0,1,A,0,0,D
E0,30/06/2020,Brighton,Man United,0,3,A,0,2,A
E0,01/07/2020,Arsenal,Norwich,4,0,H,2,0,H
E0,01/07/2020,Bournemouth,Newcastle,1,4,A,0,2,A
E0,01/07/2020,Everton,Leicester,2,1,H,2,0,H
E0,01/07/2020,West Ham,Chelsea,3,2,H,1,1,D
E0,02/07/2020,Sheffield United,Tottenham,3,1,H,1,0,H
E0,02/07/2020,Man City,Liverpool,4,0,H,3,0,H
E0,04/07/2020,Norwich,Brighton,0,1,A,0,1,A
E0,04/07/2020,Leicester,Crystal Palace,3,0,H,0,0,D
E0,04/07/2020,Man United,Bournemouth,5,2,H,3,1,H
E0,04/07/2020,Wolves,Arsenal,0,2,A,0,1,A
E0,04/07/2020,Chelsea,Watford,3,0,H,2,0,H
E0,05/07/2020,Burnley,Sheffield United,1,1,D,1,0,H
E0,05/07/2020,Newcastle,West Ham,2,2,D,1,1,D
E0,05/07/2020,Liverpool,Aston Villa,2,0,H,0,0,D
E0,05/07/2020,Southampton,Man City,1,0,H,1,0,H
E0,06/07/2020,Tottenham,Everton,1,0,H,1,0,H
E0,07/07/2020,Crystal Palace,Chelsea,2,3,A,1,2,A
E0,07/07/2020,Watford,Norwich,2,1,H,1,1,D
E0,07/07/2020,Arsenal,Leicester,1,1,D,1,0,H
E0,08/07/2020,Man City,Newcastle,5,0,H,2,0,H
E0,08/07/2020,Sheffield United,Wolves,1,0,H,0,0,D
E0,08/07/2020,West Ham,Burnley,0,1,A,0,1,A
E0,08/07/2020,Brighton,Liverpool,1,3,A,1,2,A
E0,09/07/2020,Bournemouth,Tottenham,0,0,D,0,0,D
E0,09/07/2020,Everton,Southampton,1,1,D,1,1,D
E0,09/07/2020,Aston Villa,Man United,0,3,A,0,2,A
E0,11/07/2020,Norwich,West Ham,0,4,A,0,2,A
E0,11/07/2020,Watford,Newcastle,2,1,H,0,1,A
E0,11/07/2020,Liverpool,Burnley,1,1,D,1,0,H
E0,11/07/2020,Sheffield United,Chelsea,3,0,H,2,0,H
E0,11/07/2020,Brighton,Man City,0,5,A,0,2,A
E0,12/07/2020,Wolves,Everton,3,0,H,1,0,H
E0,12/07/2020,Aston Villa,Crystal Palace,2,0,H,1,0,H
E0,12/07/2020,Tottenham,Arsenal,2,1,H,1,1,D
E0,12/07/2020,Bournemouth,Leicester,4,1,H,0,1,A
E0,13/07/2020,Man United,Southampton,2,2,D,2,1,H
E0,14/07/2020,Chelsea,Norwich,1,0,H,1,0,H
E0,15/07/2020,Burnley,Wolves,1,1,D,0,0,D
E0,15/07/2020,Man City,Bournemouth,2,1,H,2,0,H
E0,15/07/2020,Newcastle,Tottenham,1,3,A,0,1,A
E0,15/07/2020,Arsenal,Liverpool,2,1,H,2,1,H
E0,16/07/2020,Everton,Aston Villa,1,1,D,0,0,D
E0,16/07/2020,Leicester,Sheffield United,2,0,H,1,0,H
E0,16/07/2020,Crystal Palace,Man United,0,2,A,0,1,A
E0,16/07/2020,Southampton,Brighton,1,1,D,0,1,A
E0,17/07/2020,West Ham,Watford,3,1,H,3,0,H
E0,18/07/2020,Norwich,Burnley,0,2,A,0,1,A
E0,19/07/2020,Bournemouth,Southampton,0,2,A,0,1,A
E0,19/07/2020,Tottenham,Leicester,3,0,H,3,0,H
E0,20/07/2020,Brighton,Newcastle,0,0,D,0,0,D
E0,20/07/2020,Sheffield United,Everton,0,1,A,0,0,D
E0,20/07/2020,Wolves,Crystal Palace,2,0,H,1,0,H
E0,21/07/2020,Watford,Man City,0,4,A,0,2,A
E0,21/07/2020,Aston Villa,Arsenal,1,0,H,1,0,H
E0,22/07/2020,Man United,West Ham,1,1,D,0,1,A
E0,22/07/2020,Liverpool,Chelsea,5,3,H,3,1,H
E0,26/07/2020,Arsenal,Watford,3,2,H,3,1,H
E0,26/07/2020,Burnley,Brighton,1,2,A,1,1,D
E0,26/07/2020,Chelsea,Wolves,2,0,H,2,0,H
E0,26/07/2020,Crystal Palace,Tottenham,1,1,D,0,1,A
E0,26/07/2020,Everton,Bournemouth,1,3,A,1,2,A
E0,26/07/2020,Leicester,Man United,0,2,A,0,0,D
E0,26/07/2020,Man City,Norwich,5,0,H,2,0,H
E0,26/07/2020,Newcastle,Liverpool,1,3,A,1,1,D
E0,26/07/2020,Southampton,Sheffield United,3,1,H,0,1,A
E0,26/07/2020,West Ham,Aston Villa,1,1,D,0,0,D
E0,12/09/2020,Fulham,Arsenal,0,3,A,0,1,A
E0,12/09/2020,Crystal Palace,Southampton,1,0,H,1,0,H
E0,12/09/2020,Liverpool,Leeds,4,3,H,3,2,H
E0,12/09/2020,West Ham,Newcastle,0,2,A,0,0,D
E0,13/09/2020,West Brom,Leicester,0,3,A,0,0,D
E0,13/09/2020,Tottenham,Everton,0,1,A,0,0,D
E0,14/09/2020,Brighton,Chelsea,1,3,A,0,1,A
E0,14/09/2020,Sheffield United,Wolves,0,2,A,0,2,A
E0,19/09/2020,Everton,West Brom,5,2,H,2,1,H
E0,19/09/2020,Leeds,Fulham,4,3,H,2,1,H
E0,19/09/2020,Man United,Crystal Palace,1,3,A,0,1,A
E0,19/09/2020,Arsenal,West Ham,2,1,H,1,1,D
E0,20/09/2020,Southampton,Tottenham,2,5,A,1,1,D
E0,20/09/2020,Newcastle,Brighton,0,3,A,0,2,A
E0,20/09/2020,Chelsea,Liverpool,0,2,A,0,0,D
E0,20/09/2020,Leicester,Burnley,4,2,H,1,1,D
E0,21/09/2020,Aston Villa,Sheffield United,1,0,H,0,0,D
E0,21/09/2020,Wolves,Man City,1,3,A,0,2,A
E0,26/09/2020,Brighton,Man United,2,3,A,1,1,D
E0,26/09/2020,Crystal Palace,Everton,1,2,A,1,2,A
E0,26/09/2020,West Brom,Chelsea,3,3,D,3,0,H
E0,26/09/2020,Burnley,Southampton,0,1,A,0,1,A
E0,27/09/2020,Sheffield United,Leeds,0,1,A,0,0,D
E0,27/09/2020,Tottenham,Newcastle,1,1,D,1,0,H
E0,27/09/2020,Man City,Leicester,2,5,A,1,1,D
E0,27/09/2020,West Ham,Wolves,4,0,H,1,0,H
E0,28/09/2020,Fulham,Aston Villa,0,3,A,0,2,A
E0,28/09/2020,Liverpool,Arsenal,3,1,H,2,1,H
E0,03/10/2020,Chelsea,Crystal Palace,4,0,H,0,0,D
E0,03/10/2020,Everton,Brighton,4,2,H,2,1,H
E0,03/10/2020,Leeds,Man City,1,1,D,0,1,A
E0,03/10/2020,Newcastle,Burnley,3,1,H,1,0,H
E0,04/10/2020,Leicester,West Ham,0,3,A,0,2,A
E0,04/10/2020,Southampton,West Brom,2,0,H,1,0,H
E0,04/10/2020,Arsenal,Sheffield United,2,1,H,0,0,D
E0,04/10/2020,Wolves,Fulham,1,0,H,0,0,D
E0,04/10/2020,Man United,Tottenham,1,6,A,1,4,A
E0,04/10/2020,Aston Villa,Liverpool,7,2,H,4,1,H
E0,17/10/2020,Everton,Liverpool,2,2,D,1,1,D
E0,17/10/2020,Chelsea,Southampton,3,3,D,2,1,H
E0,17/10/2020,Man City,Arsenal,1,0,H,1,0,H
E0,17/10/2020,Newcastle,Man United,1,4,A,1,1,D
E0,18/10/2020,Sheffield United,Fulham,1,1,D,0,0,D
E0,18/10/2020,Crystal Palace,Brighton,1,1,D,1,0,H
E0,18/10/2020,Tottenham,West Ham,3,3,D,3,0,H
E0,18/10/2020,Leicester,Aston Villa,0,1,A,0,0,D
E0,19/10/2020,West Brom,Burnley,0,0,D,0,0,D
E0,19/10/2020,Leeds,Wolves,0,1,A,0,0,D
E0,23/10/2020,Aston Villa,Leeds,0,3,A,0,0,D
E0,24/10/2020,West Ham,Man City,1,1,D,1,0,H
E0,24/10/2020,Fulham,Crystal Palace,1,2,A,0,1,A
E0,24/10/2020,Man United,Chelsea,0,0,D,0,0,D
E0,24/10/2020,Liverpool,Sheffield United,2,1,H,1,1,D
E0,25/10/2020,Southampton,Everton,2,0,H,2,0,H
E0,25/10/2020,Wolves,Newcastle,1,1,D,0,0,D
E0,25/10/2020,Arsenal,Leicester,0,1,A,0,0,D
E0,26/10/2020,Brighton,West Brom,1,1,D,1,0,H
E0,26/10/2020,Burnley,Tottenham,0,1,A,0,0,D
E0,30/10/2020,Wolves,Crystal Palace,2,0,H,2,0,H
E0,31/10/2020,Sheffield United,Man City,0,1,A,0,1,A
E0,31/10/2020,Burnley,Chelsea,0,3,A,0,1,A
E0,31/10/2020,Liverpool,West Ham,2,1,H,1,1,D
E0,01/11/2020,Aston Villa,Southampton,3,4,A,0,3,A
E0,01/11/2020,Newcastle,Everton,2,1,H,0,0,D
E0,01/11/2020,Man United,Arsenal,0,1,A,0,0,D
E0,01/11/2020,Tottenham,Brighton,2,1,H,1,0,H
E0,02/11/2020,Fulham,West Brom,2,0,H,2,0,H
E0,02/11/2020,Leeds,Leicester,1,4,A,0,2,A
E0,06/11/2020,Brighton,Burnley,0,0,D,0,0,D
E0,06/11/2020,Southampton,Newcastle,2,0,H,1,0,H
E0,07/11/2020,Everton,Man United,1,3,A,1,2,A
E0,07/11/2020,Crystal Palace,Leeds,4,1,H,3,1,H
E0,07/11/2020,Chelsea,Sheffield United,4,1,H,2,1,H
E0,07/11/2020,West Ham,Fulham,1,0,H,0,0,D
E0,08/11/2020,West Brom,Tottenham,0,1,A,0,0,D
E0,08/11/2020,Leicester,Wolves,1,0,H,1,0,H
E0,08/11/2020,Man City,Liverpool,1,1,D,1,1,D
E0,08/11/2020,Arsenal,Aston Villa,0,3,A,0,1,A
E0,21/11/2020,Newcastle,Chelsea,0,2,A,0,1,A
E0,21/11/2020,Aston Villa,Brighton,1,2,A,0,1,A
E0,21/11/2020,Tottenham,Man City,2,0,H,1,0,H
E0,21/11/2020,Man United,West Brom,1,0,H,0,0,D
E0,22/11/2020,Fulham,Everton,2,3,A,1,3,A
E0,22/11/2020,Sheffield United,West Ham,0,1,A,0,0,D
E0,22/11/2020,Leeds,Arsenal,0,0,D,0,0,D
E0,22/11/2020,Liverpool,Leicester,3,0,H,2,0,H
E0,23/11/2020,Burnley,Crystal Palace,1,0,H,1,0,H
E0,23/11/2020,Wolves,Southampton,1,1,D,0,0,D
E0,27/11/2020,Crystal Palace,Newcastle,0,2,A,0,0,D
E0,28/11/2020,Brighton,Liverpool,1,1,D,0,0,D
E0,28/11/2020,Man City,Burnley,5,0,H,3,0,H
E0,28/11/2020,Everton,Leeds,0,1,A,0,0,D
E0,28/11/2020,West Brom,Sheffield United,1,0,H,1,0,H
E0,29/11/2020,Southampton,Man United,2,3,A,2,0,H
E0,29/11/2020,Chelsea,Tottenham,0,0,D,0,0,D
E0,29/11/2020,Arsenal,Wolves,1,2,A,1,2,A
E0,30/11/2020,Leicester,Fulham,1,2,A,0,2,A
E0,30/11/2020,West Ham,Aston Villa,2,1,H,1,1,D
E0,05/12/2020,Burnley,Everton,1,1,D,1,1,D
E0,05/12/2020,Man City,Fulham,2,0,H,2,0,H
E0,05/12/2020,West Ham,Man United,1,3,A,1,0,H
E0,05/12/2020,Chelsea,Leeds,3,1,H,1,1,D
E0,06/12/2020,West Brom,Crystal Palace,1,5,A,1,1,D
E0,06/12/2020,Sheffield United,Leicester,1,2,A,1,1,D
E0,06/12/2020,Tottenham,Arsenal,2,0,H,2,0,H
E0,06/12/2020,Liverpool,Wolves,4,0,H,1,0,H
E0,07/12/2020,Brighton,Southampton,1,2,A,1,1,D
E0,11/12/2020,Leeds,West Ham,1,2,A,1,1,D
E0,12/12/2020,Wolves,Aston Villa,0,1,A,0,0,D
E0,12/12/2020,Newcastle,West Brom,2,1,H,1,0,H
E0,12/12/2020,Man United,Man City,0,0,D,0,0,D
E0,12/12/2020,Everton,Chelsea,1,0,H,1,0,H
E0,13/12/2020,Southampton,Sheffield United,3,0,H,1,0,H
E0,13/12/2020,Crystal Palace,Tottenham,1,1,D,0,1,A
E0,13/12/2020,Fulham,Liverpool,1,1,D,1,0,H
E0,13/12/2020,Arsenal,Burnley,0,1,A,0,0,D
E0,13/12/2020,Leicester,Brighton,3,0,H,3,0,H
E0,15/12/2020,Wolves,Chelsea,2,1,H,0,0,D
E0,15/12/2020,Man City,West Brom,1,1,D,1,1,D
E0,16/12/2020,Arsenal,Southampton,1,1,D,0,1,A
E0,16/12/2020,Leeds,Newcastle,5,2,H,1,1,D
E0,16/12/2020,Leicester,Everton,0,2,A,0,1,A
E0,16/12/2020,Fulham,Brighton,0,0,D,0,0,D
E0,16/12/2020,Liverpool,Tottenham,2,1,H,1,1,D
E0,16/12/2020,West Ham,Crystal Palace,1,1,D,0,1,A
E0,17/12/2020,Aston Villa,Burnley,0,0,D,0,0,D
E0,17/12/2020,Sheffield United,Man United,2,3,A,1,2,A
E0,19/12/2020,Crystal Palace,Liverpool,0,7,A,0,3,A
E0,19/12/2020,Southampton,Man City,0,1,A,0,1,A
E0,19/12/2020,Everton,Arsenal,2,1,H,2,1,H
E0,19/12/2020,Newcastle,Fulham,1,1,D,0,1,A
E0,20/12/2020,Brighton,Sheffield United,1,1,D,0,0,D
E0,20/12/2020,Tottenham,Leicester,0,2,A,0,1,A
E0,20/12/2020,Man United,Leeds,6,2,H,4,1,H
E0,20/12/2020,West Brom,Aston Villa,0,3,A,0,1,A
E0,21/12/2020,Burnley,Wolves,2,1,H,1,0,H
E0,21/12/2020,Chelsea,West Ham,3,0,H,1,0,H
E0,26/12/2020,Leicester,Man United,2,2,D,1,1,D
E0,26/12/2020,Aston Villa,Crystal Palace,3,0,H,1,0,H
E0,26/12/2020,Fulham,Southampton,0,0,D,0,0,D
E0,26/12/2020,Arsenal,Chelsea,3,1,H,2,0,H
E0,26/12/2020,Man City,Newcastle,2,0,H,1,0,H
E0,26/12/2020,Sheffield United,Everton,0,1,A,0,0,D
E0,27/12/2020,Leeds,Burnley,1,0,H,1,0,H
E0,27/12/2020,West Ham,Brighton,2,2,D,0,1,A
E0,27/12/2020,Liverpool,West Brom,1,1,D,1,0,H
E0,27/12/2020,Wolves,Tottenham,1,1,D,0,1,A
E0,28/12/2020,Crystal Palace,Leicester,1,1,D,0,0,D
E0,28/12/2020,Chelsea,Aston Villa,1,1,D,1,0,H
E0,29/12/2020,Brighton,Arsenal,0,1,A,0,0,D
E0,29/12/2020,Burnley,Sheffield United,1,0,H,1,0,H
E0,29/12/2020,Southampton,West Ham,0,0,D,0,0,D
E0,29/12/2020,West Brom,Leeds,0,5,A,0,4,A
E0,29/12/2020,Man United,Wolves,1,0,H,0,0,D
E0,30/12/2020,Newcastle,Liverpool,0,0,D,0,0,D
E0,01/01/2021,Everton,West Ham,0,1,A,0,0,D
E0,01/01/2021,Man United,Aston Villa,2,1,H,1,0,H
E0,02/01/2021,Tottenham,Leeds,3,0,H,2,0,H
E0,02/01/2021,Crystal Palace,Sheffield United,2,0,H,2,0,H
E0,02/01/2021,Brighton,Wolves,3,3,D,1,3,A
E0,02/01/2021,West Brom,Arsenal,0,4,A,0,2,A
E0,03/01/2021,Newcastle,Leicester,1,2,A,0,0,D
E0,03/01/2021,Chelsea,Man City,1,3,A,0,3,A
E0,04/01/2021,Southampton,Liverpool,1,0,H,1,0,H
E0,12/01/2021,Sheffield United,Newcastle,1,0,H,0,0,D
E0,12/01/2021,Burnley,Man United,0,1,A,0,0,D
E0,12/01/2021,Wolves,Everton,1,2,A,1,1,D
E0,13/01/2021,Man City,Brighton,1,0,H,1,0,H
E0,13/01/2021,Tottenham,Fulham,1,1,D,1,0,H
E0,14/01/2021,Arsenal,Crystal Palace,0,0,D,0,0,D
